age,employment-type,education-num,occupation,race,sex,weekly-hours,compensation
38,1,9,12,4,1,40,0
56,1,3,5,2,1,40,0
47,1,2,6,4,0,15,0
35,1,9,0,2,0,40,0
23,1,9,6,4,0,40,0
32,0,11,9,1,0,50,0
49,0,13,8,2,0,35,1
27,1,9,12,4,1,40,1
20,1,10,0,4,0,20,0
42,0,13,11,4,1,40,0
35,0,13,11,4,1,40,0
62,1,9,10,4,0,40,0
46,1,9,1,4,1,40,0
32,2,10,2,4,1,35,1
35,1,11,2,4,1,40,0
55,1,9,5,4,1,8,0
29,1,10,1,4,1,45,0
24,1,9,3,4,1,55,0
19,1,9,6,4,0,30,0
50,2,9,2,4,1,50,0
38,1,10,2,4,0,40,0
24,1,9,1,2,1,40,0
33,2,14,2,2,0,70,1
79,1,4,10,4,1,15,0
33,1,16,11,1,1,40,0
36,1,6,12,4,1,70,0
46,2,13,11,4,1,40,1
17,1,7,4,4,1,6,0
22,1,9,6,4,1,40,0
39,1,9,0,4,0,45,0
27,1,13,0,2,0,55,0
57,1,9,1,4,1,40,0
26,2,10,10,4,1,32,0
28,1,13,6,4,0,35,0
46,0,14,8,4,1,50,1
32,2,9,1,4,1,50,1
63,0,10,2,4,1,40,1
21,1,7,10,3,0,30,0
44,1,9,12,4,1,40,0
40,1,13,8,4,1,45,1
32,1,9,5,4,1,40,0
39,1,13,10,4,1,50,1
31,1,10,12,4,1,40,0
23,1,9,1,4,1,40,0
55,1,9,12,4,1,40,0
31,1,13,1,4,1,40,1
52,1,10,2,4,1,40,1
30,1,9,1,4,1,40,0
28,1,10,10,4,0,40,1
28,1,9,0,4,0,36,1
52,1,15,8,4,1,40,1
32,1,9,6,4,1,20,0
35,1,9,8,4,0,35,0
26,1,10,10,4,1,40,0
17,1,7,6,4,0,16,0
40,1,10,11,2,0,40,0
23,1,10,1,4,1,40,0
32,1,13,8,4,1,40,0
27,1,10,4,4,1,45,0
25,1,11,8,4,0,30,0
66,1,4,6,4,0,20,0
47,1,9,6,4,0,40,0
57,0,12,6,4,1,20,0
30,1,13,10,4,0,20,0
26,1,10,1,4,1,40,0
33,1,13,2,4,1,60,1
39,1,11,6,4,1,38,1
33,1,11,8,4,0,40,1
58,1,9,12,4,1,40,0
22,1,9,10,2,0,30,0
49,2,13,2,4,1,50,1
20,1,10,6,4,0,20,0
24,1,13,2,4,0,35,0
33,1,11,1,1,1,40,1
59,1,6,8,4,1,40,0
46,1,9,1,2,1,40,0
43,1,9,6,1,1,40,0
25,1,13,8,4,1,40,0
17,1,7,10,4,0,20,0
46,1,2,6,4,0,40,0
20,1,10,10,4,0,20,0
37,0,9,4,2,1,40,0
56,2,9,10,4,1,50,1
30,1,13,10,2,1,50,0
32,1,10,10,1,1,40,1
34,1,10,1,4,1,45,0
27,1,9,4,4,1,50,0
23,1,6,4,4,1,40,0
33,1,6,5,4,1,40,0
34,0,13,0,2,0,40,0
71,2,13,8,4,1,34,1
56,1,10,8,4,0,35,0
40,0,14,8,2,0,36,1
35,1,10,1,4,1,40,0
21,1,9,6,4,1,40,0
54,2,9,1,4,1,40,0
24,1,12,6,4,0,3,0
35,1,14,2,4,1,45,0
37,2,13,12,4,1,50,0
59,1,10,2,4,1,45,1
50,1,9,10,4,1,50,1
28,1,13,6,4,1,40,0
37,0,4,5,4,1,40,0
51,1,16,8,4,0,60,1
46,1,9,5,2,0,15,0
23,1,9,6,4,0,24,0
57,2,4,1,4,1,50,0
60,1,9,8,4,0,72,0
51,0,13,2,4,1,60,1
50,1,10,12,4,1,40,0
45,0,10,0,1,0,40,0
41,1,9,12,4,1,43,0
56,1,10,2,4,1,54,1
18,1,9,0,4,0,17,0
51,1,9,12,4,1,60,0
32,1,15,6,4,0,35,0
48,1,12,2,4,1,55,1
51,1,9,1,4,1,40,0
50,1,9,1,4,1,40,1
32,0,11,11,4,1,40,0
53,0,15,0,4,1,45,1
37,1,9,11,4,1,40,0
62,1,13,8,4,1,40,1
51,1,9,1,4,1,40,1
70,1,9,7,2,0,8,0
54,1,15,8,4,0,50,1
67,0,10,6,4,0,41,0
34,0,12,11,1,0,60,1
26,1,7,4,4,1,40,0
52,0,10,0,4,0,72,0
24,1,9,0,4,0,40,0
51,1,6,1,4,1,40,0
27,1,9,5,4,0,40,0
23,1,9,5,4,1,40,0
38,1,10,1,4,1,40,0
25,2,9,6,4,1,30,0
81,1,4,4,4,1,25,0
35,2,7,8,0,1,4,0
40,2,15,8,4,1,60,1
33,1,9,0,2,1,40,0
33,1,16,8,4,1,90,1
45,2,13,10,4,1,48,1
22,1,9,5,4,1,55,0
38,0,9,5,1,1,40,0
46,1,14,2,4,1,50,1
17,1,7,4,4,1,30,0
42,2,9,8,4,1,50,1
41,1,13,8,4,0,40,1
58,1,3,0,2,1,40,0
43,1,10,10,4,1,45,0
42,2,11,6,4,1,80,0
45,2,15,8,4,1,50,1
41,1,14,10,4,1,20,0
38,1,7,5,4,1,35,0
58,2,9,3,4,1,50,0
37,1,10,2,1,0,40,1
34,1,9,5,4,1,40,0
23,1,10,6,4,1,40,0
47,1,9,12,4,1,85,1
37,1,9,0,4,0,35,0
47,1,9,1,2,1,50,0
31,1,14,8,4,0,45,1
57,1,13,10,1,1,45,1
44,1,13,10,4,1,50,1
64,1,7,5,2,1,40,0
31,1,13,2,4,1,40,1
40,1,14,2,1,1,35,1
34,1,13,8,4,1,40,1
28,0,9,8,4,0,40,0
72,1,4,3,4,1,35,0
21,1,9,2,4,0,47,0
52,0,14,2,4,1,50,1
44,1,10,0,4,0,35,0
57,0,10,8,1,1,75,1
35,2,9,2,4,1,35,0
21,1,7,4,4,1,40,0
38,0,10,12,2,1,40,0
28,0,14,8,4,0,40,0
59,1,14,2,4,0,45,1
54,0,6,2,4,1,40,0
25,1,10,10,4,1,38,0
29,0,6,1,4,1,40,0
18,1,9,0,4,0,40,0
31,1,9,6,2,1,40,0
17,1,7,4,4,1,16,0
47,1,10,2,4,1,45,1
42,1,9,6,4,1,40,1
21,1,10,0,4,0,20,0
32,1,10,10,4,0,40,0
51,1,8,5,4,1,40,1
24,1,11,5,4,1,40,0
60,1,14,0,4,1,40,0
29,0,9,0,2,0,40,0
24,1,12,4,4,1,30,0
43,1,14,2,4,1,50,1
64,2,10,10,4,1,50,1
53,1,10,1,4,1,40,0
64,0,10,0,4,0,40,0
41,1,12,10,4,1,40,0
30,1,13,11,4,1,40,0
25,1,9,9,4,0,25,0
27,2,9,3,4,1,50,0
30,1,8,6,2,0,20,0
39,1,9,2,4,1,40,0
28,1,9,0,4,0,40,0
33,1,14,8,4,1,50,0
41,1,10,0,4,1,40,0
24,1,13,10,2,0,40,0
32,1,10,10,2,0,40,0
69,2,11,2,4,1,20,0
36,1,14,8,4,1,38,1
57,2,11,2,4,1,20,0
58,0,9,6,4,1,40,0
26,1,12,1,4,1,40,0
17,1,7,0,4,0,12,0
36,0,7,1,4,1,40,0
44,1,9,1,2,1,40,1
39,2,12,2,4,1,45,0
41,1,10,1,4,1,40,0
24,1,7,6,4,0,20,0
54,1,9,1,4,1,40,0
26,1,13,2,4,1,30,0
39,1,10,0,4,0,38,0
27,1,9,1,4,1,40,1
25,1,6,5,4,1,40,0
32,1,10,11,4,1,40,0
30,1,9,11,4,0,40,0
50,2,13,2,4,1,40,1
66,1,12,8,4,1,7,0
25,1,9,0,4,1,40,1
48,1,9,6,4,0,16,0
23,0,13,8,4,1,7,0
70,1,13,8,4,1,35,1
20,0,10,4,4,1,40,0
18,1,7,6,2,1,16,0
29,1,9,10,4,1,34,0
33,1,7,4,4,1,40,0
27,1,8,4,4,1,40,0
44,1,9,12,4,1,50,0
32,1,3,6,4,0,40,0
49,2,12,2,4,1,45,1
66,2,13,10,4,1,20,0
35,1,9,0,4,0,40,0
24,1,10,10,4,1,33,0
31,1,7,9,4,1,40,0
75,2,11,8,4,0,50,1
66,2,7,2,4,0,84,1
46,1,10,4,4,1,40,0
31,1,10,0,4,0,40,0
46,1,9,10,4,1,68,1
29,0,9,0,4,0,40,0
63,1,10,4,4,1,45,0
46,1,6,1,4,1,40,0
52,1,9,12,4,1,50,0
44,2,12,10,4,1,50,0
66,1,3,12,4,1,12,0
51,1,6,5,2,1,40,0
38,1,13,1,4,1,70,0
26,0,14,8,4,0,40,0
35,1,13,10,4,1,42,0
48,1,10,0,4,0,50,0
42,0,10,11,4,0,32,0
50,1,6,12,4,1,40,0
26,1,14,2,4,0,35,0
42,1,13,8,4,1,40,1
63,1,13,2,4,1,45,1
18,1,7,10,2,0,20,0
56,1,9,12,4,1,48,1
33,1,10,0,4,1,45,0
42,1,9,1,2,1,45,0
37,1,9,0,4,1,45,0
42,1,14,8,4,1,48,1
62,1,4,12,2,1,40,0
29,0,11,8,4,0,40,0
20,1,7,6,4,1,40,0
36,0,13,8,1,1,40,1
67,2,9,3,4,1,70,0
50,1,10,10,4,1,50,1
40,1,9,6,4,1,35,0
18,1,7,6,4,1,15,0
55,1,9,9,4,1,20,0
48,1,11,1,4,1,40,1
80,0,2,3,1,1,20,0
25,1,10,0,4,0,45,0
24,1,9,10,4,1,45,0
46,1,5,12,4,1,40,0
22,0,9,6,4,0,45,0
35,2,10,2,4,1,60,0
62,2,14,3,4,1,30,0
40,1,9,6,4,0,40,0
27,0,11,9,4,1,40,1
40,1,13,6,1,0,40,0
49,2,13,2,4,0,7,1
52,1,5,4,4,1,40,0
21,1,11,0,2,0,40,0
41,2,10,8,4,1,60,1
35,1,9,12,4,0,48,0
22,1,10,6,4,0,20,0
71,1,10,10,4,1,4,0
33,1,13,1,4,0,40,0
38,1,14,2,4,1,50,1
19,1,10,0,4,0,20,0
29,1,10,6,4,1,45,0
26,1,13,11,4,1,40,1
56,0,9,0,4,0,40,0
29,1,10,1,4,1,50,0
40,1,9,1,4,1,40,0
55,1,9,12,4,1,40,0
19,1,10,10,4,0,20,0
39,1,10,10,4,1,41,0
36,1,10,8,4,1,40,1
46,1,14,8,4,1,40,0
33,0,14,8,4,1,38,0
30,1,5,4,4,1,40,0
54,0,13,2,4,1,40,1
17,1,5,4,4,1,12,0
39,1,9,12,4,1,40,0
53,1,5,1,4,1,44,0
45,1,16,10,4,1,55,1
24,1,10,0,2,0,40,0
47,2,14,12,4,1,50,1
38,1,9,5,4,0,40,0
44,1,9,0,4,1,40,0
45,1,13,0,4,1,50,1
32,1,9,4,4,1,40,0
24,1,10,10,4,0,18,0
38,1,9,10,4,1,55,0
38,1,9,0,4,1,55,0
33,1,12,0,1,1,30,0
50,1,12,1,4,1,40,0
40,1,13,0,2,1,60,1
33,0,9,6,2,0,40,0
20,1,9,10,4,1,40,0
17,0,8,0,2,0,15,0
27,1,13,11,4,0,28,0
66,1,9,6,4,1,40,0
53,1,16,8,4,1,50,1
71,1,13,0,4,0,3,0
39,2,6,1,4,1,40,0
36,1,10,0,4,1,55,0
56,1,14,2,4,1,60,1
60,1,4,10,4,1,40,0
43,1,9,1,4,1,40,1
46,2,13,2,4,1,60,1
42,1,9,4,4,1,40,0
56,1,9,8,4,0,40,0
31,1,9,0,4,0,40,0
34,2,9,3,4,1,60,0
38,1,9,12,4,1,40,0
32,0,13,8,4,1,40,1
44,1,9,2,4,0,50,0
24,1,11,11,4,0,40,0
48,1,13,2,4,1,70,1
43,1,10,0,4,1,45,0
39,2,9,3,4,1,50,0
55,1,10,8,4,1,40,1
27,1,11,1,4,1,40,1
29,1,10,3,4,1,50,0
41,2,14,2,4,0,10,1
30,0,10,11,4,1,72,1
28,1,11,0,4,1,40,0
68,1,9,2,4,1,37,0
55,1,9,2,4,1,40,0
37,1,6,5,2,1,65,0
55,1,15,2,4,1,55,1
60,2,9,0,4,0,8,1
44,1,14,8,4,1,40,0
45,1,9,5,4,1,40,0
37,1,9,11,4,1,40,0
47,1,13,2,4,1,60,1
18,1,7,6,4,0,10,0
23,1,10,4,4,1,38,0
35,0,10,11,4,0,40,0
61,2,6,2,4,1,40,1
54,1,10,10,4,1,98,0
21,1,9,0,4,0,19,0
53,0,14,0,4,0,40,0
46,2,6,2,4,0,15,0
56,1,14,2,4,1,40,1
46,1,13,1,4,1,50,0
36,1,9,5,4,1,40,0
54,1,13,0,4,0,80,1
35,0,9,6,4,1,40,0
26,1,13,7,4,0,35,0
49,2,9,1,4,1,47,0
60,2,9,0,4,0,99,0
55,1,9,6,2,0,40,0
21,1,12,0,2,0,40,0
38,1,10,11,4,1,40,1
41,0,14,8,4,1,35,0
43,0,10,9,1,1,40,0
54,2,13,11,4,1,40,1
46,1,16,6,4,1,40,0
20,1,10,0,2,1,40,0
35,1,10,0,4,0,50,0
24,1,10,10,1,0,50,0
41,1,2,5,4,1,40,0
36,1,9,6,2,1,40,0
40,2,3,3,4,1,10,0
23,1,9,0,4,0,40,0
37,1,9,2,4,1,50,0
71,2,10,2,4,0,24,0
36,1,3,6,1,1,40,0
51,1,10,2,4,0,40,1
30,1,9,2,4,1,50,0
40,1,9,1,2,1,40,0
26,1,9,0,4,0,45,0
49,1,10,10,4,1,40,0
30,1,9,5,4,1,43,0
48,1,10,10,4,0,16,0
53,0,13,11,4,1,40,1
31,1,13,10,4,1,50,1
40,1,9,5,2,0,40,0
38,1,9,1,4,1,40,0
34,1,6,6,2,0,20,0
53,1,13,10,4,1,40,1
21,1,10,10,4,0,35,0
26,1,14,8,1,0,40,1
29,1,13,2,4,0,40,0
44,1,10,1,4,1,50,1
22,1,10,11,4,0,40,0
43,0,13,0,4,1,42,1
39,1,10,1,4,0,25,0
38,0,9,1,4,1,40,0
67,1,9,2,4,0,35,0
31,1,9,12,4,1,65,0
30,1,7,9,4,0,35,0
53,2,9,8,4,0,65,0
44,1,13,2,4,1,48,1
43,1,3,6,4,1,40,0
22,1,9,4,4,1,40,0
31,1,9,5,4,1,45,0
44,1,7,1,4,1,40,0
88,2,4,3,4,1,5,0
21,1,9,10,4,1,60,0
31,1,13,2,4,0,35,0
35,0,13,2,4,1,40,0
30,1,13,6,2,1,55,0
48,1,9,11,4,1,40,0
64,1,11,0,4,1,50,0
49,1,14,2,1,1,50,1
44,1,16,8,4,1,50,0
18,1,7,6,4,1,12,0
34,1,9,5,4,1,40,0
29,0,9,12,4,0,40,0
23,1,9,5,2,1,40,0
36,2,10,2,4,1,40,1
34,1,6,12,4,1,45,0
27,2,13,10,4,1,40,0
57,0,10,6,2,0,40,0
24,1,9,0,4,1,40,0
54,1,10,0,4,1,60,0
18,1,10,10,4,0,20,0
25,1,10,5,1,1,40,0
28,1,10,5,4,1,40,0
87,1,9,10,4,1,16,0
54,1,14,10,4,0,40,0
21,1,9,6,4,1,25,0
43,1,3,7,4,0,40,0
43,0,9,0,4,1,40,0
38,1,9,5,4,1,40,0
46,1,9,1,2,1,35,0
65,1,10,10,4,0,22,0
39,1,9,1,4,1,40,0
60,2,10,3,4,1,50,1
30,1,13,10,4,1,60,0
39,1,9,4,4,1,40,1
35,1,13,8,4,1,48,1
31,2,10,3,4,1,40,0
39,1,9,2,4,1,40,0
33,1,9,1,4,1,40,0
27,1,15,8,4,0,40,0
31,1,10,0,4,1,40,0
40,0,12,0,4,0,40,0
58,0,14,11,1,1,40,1
37,0,11,9,4,1,80,1
39,1,6,5,4,1,40,0
30,1,10,2,4,0,40,0
20,1,10,10,4,0,4,0
30,1,9,1,4,1,60,0
39,1,9,2,4,1,42,0
43,1,10,6,4,0,30,0
25,1,9,0,4,0,40,0
42,1,11,1,4,1,45,1
38,1,10,11,4,0,40,0
67,1,9,4,4,1,30,0
57,1,9,4,4,0,40,0
21,1,10,1,4,1,20,0
35,1,9,2,4,0,40,1
40,1,9,1,4,1,40,1
35,1,6,6,4,0,40,0
19,1,4,5,4,1,40,0
36,2,9,2,4,1,99,0
39,0,16,8,4,1,50,1
32,1,13,10,4,1,50,1
32,0,13,9,4,0,48,0
51,0,9,6,4,1,40,0
38,1,13,10,4,1,38,0
52,1,14,1,4,1,45,1
21,1,10,5,4,0,30,0
33,1,9,1,4,1,40,0
18,1,8,4,4,1,20,0
32,2,13,11,4,1,40,1
28,1,9,1,4,1,44,1
45,1,9,10,4,0,32,0
21,1,9,6,2,0,40,0
24,1,10,0,4,0,40,0
53,1,13,1,1,1,40,0
54,2,3,3,4,1,55,0
28,1,10,0,4,0,40,0
23,1,9,5,4,1,40,0
33,0,13,0,4,0,40,0
45,1,10,11,4,0,40,0
47,2,4,3,4,1,72,1
35,1,9,1,4,1,48,0
20,1,12,10,4,0,20,0
35,0,9,2,4,0,40,0
50,1,13,10,4,1,40,0
40,1,6,12,4,1,40,0
50,1,6,3,4,1,32,0
33,1,5,1,4,1,50,0
37,1,13,10,4,0,44,0
37,1,10,1,4,1,40,1
25,2,9,10,4,1,50,0
17,1,6,6,2,1,15,0
49,2,9,2,4,1,50,0
66,1,9,10,2,0,24,0
24,1,9,6,4,0,24,0
50,1,1,6,4,1,40,0
56,1,13,8,1,0,40,0
68,1,9,6,4,1,40,0
65,1,9,0,4,0,40,0
67,1,10,10,4,1,18,0
17,1,7,6,4,1,18,0
27,1,10,6,4,1,38,0
47,0,7,1,2,1,40,0
40,1,9,12,4,1,50,0
39,0,9,1,4,1,40,0
36,1,9,12,4,1,40,0
49,0,9,2,4,0,40,0
59,1,9,0,4,0,16,0
46,1,13,2,4,0,20,0
42,2,14,2,4,0,70,0
46,2,15,8,4,1,50,1
41,1,9,11,2,0,40,0
20,0,10,6,4,0,10,0
30,1,7,5,4,1,55,0
29,1,10,0,4,1,36,0
28,1,13,6,4,1,50,0
61,2,9,0,4,0,36,0
30,1,13,2,4,1,60,1
27,1,10,11,4,1,40,0
58,2,10,8,4,1,32,0
37,1,4,1,4,1,45,0
24,1,11,2,4,1,40,0
48,1,5,12,4,1,40,0
24,1,13,8,1,1,16,0
47,1,5,1,4,1,48,1
33,1,10,2,1,0,40,0
26,1,13,9,4,1,45,0
43,1,13,2,4,1,50,1
29,1,12,10,4,1,40,0
33,1,10,11,2,1,40,0
45,1,9,12,4,1,40,1
44,1,9,8,4,1,40,0
44,1,10,0,4,1,40,0
34,0,9,6,2,0,40,0
25,1,11,8,4,0,36,0
59,1,15,2,2,1,40,0
33,1,13,0,4,0,40,1
45,2,13,2,4,1,50,1
58,1,9,0,4,0,42,0
18,1,9,4,4,1,26,0
35,1,11,1,4,1,40,0
55,1,6,1,4,1,40,1
43,1,7,10,4,0,40,0
36,1,8,5,4,1,40,0
42,2,13,2,4,1,45,1
45,1,9,12,4,0,50,0
20,0,10,4,4,1,40,0
27,2,9,3,4,1,40,0
23,1,10,10,4,0,8,0
55,1,3,6,4,1,40,0
51,1,7,6,1,1,35,0
17,1,6,6,4,1,16,0
28,1,9,1,4,1,50,0
31,1,13,6,4,1,40,0
61,2,9,2,4,1,30,1
19,1,9,6,4,1,20,0
28,1,10,0,4,1,40,0
39,1,14,8,4,1,45,0
34,1,9,0,2,1,40,1
53,1,9,8,4,1,40,1
54,1,13,8,4,0,40,0
44,1,13,2,4,1,35,1
34,1,12,0,4,0,40,0
41,1,9,1,4,1,60,1
26,2,9,2,4,1,40,0
38,1,14,0,4,0,40,0
28,1,15,8,4,1,45,0
63,1,9,5,4,1,40,1
51,1,10,10,4,1,40,0
53,0,12,0,2,0,40,1
35,0,12,8,2,0,40,0
49,2,13,10,4,1,60,0
43,1,10,8,4,1,40,1
50,0,9,1,4,1,40,1
49,2,10,10,4,0,40,0
43,0,9,1,4,1,40,1
49,1,15,3,4,1,48,0
29,1,11,11,4,0,40,0
30,1,11,0,4,0,32,0
32,1,9,6,2,0,40,0
51,2,10,10,4,0,70,0
33,0,9,8,4,1,40,0
38,1,13,10,4,1,50,0
38,2,9,1,4,1,40,0
45,1,9,12,4,1,42,0
18,0,9,4,4,1,50,0
69,2,12,10,4,1,15,1
54,1,10,10,4,0,40,0
44,0,13,0,1,1,40,1
40,1,9,0,2,0,40,0
40,1,9,4,4,1,44,0
20,1,10,10,4,1,50,0
36,1,9,1,4,1,56,1
39,1,13,2,4,1,40,1
18,1,7,6,4,1,40,0
42,1,9,12,4,1,40,0
27,1,10,1,4,1,50,0
38,1,9,5,4,1,40,0
24,1,10,2,2,1,35,0
41,1,9,5,4,1,40,0
20,1,10,7,4,0,45,0
62,1,7,5,2,0,40,0
31,1,14,2,4,0,40,1
35,1,9,2,4,1,45,1
58,2,9,2,4,1,40,1
20,1,10,10,2,0,20,0
38,1,9,1,4,1,50,0
29,1,13,10,4,1,55,1
21,1,10,8,2,0,40,0
27,1,4,11,4,0,50,0
48,0,13,8,4,1,40,0
34,1,9,8,4,0,37,1
33,1,5,5,4,1,40,0
29,1,9,10,4,0,42,0
45,1,11,10,4,0,44,0
22,1,10,6,4,1,15,0
31,0,10,6,4,1,40,0
25,1,10,4,1,1,40,0
59,1,9,10,4,1,40,0
18,1,7,6,4,0,20,0
42,1,4,4,4,1,99,0
42,2,13,8,4,1,52,1
26,0,13,9,2,0,40,0
20,1,9,6,4,0,40,0
18,0,10,2,4,1,12,0
44,1,10,6,4,1,40,0
76,0,9,6,4,0,40,0
34,1,9,6,2,0,25,0
60,2,10,1,4,1,20,0
19,1,10,6,4,1,35,0
35,1,9,11,4,1,38,1
26,1,9,5,4,1,40,0
41,1,13,2,4,0,45,1
29,1,13,8,1,1,1,0
24,1,10,6,4,1,35,0
39,1,9,1,4,1,40,1
58,0,9,0,2,1,40,0
40,1,9,5,4,1,40,0
29,1,12,11,4,1,40,1
44,2,13,3,4,1,50,0
27,1,9,4,4,1,40,0
52,2,13,2,4,1,60,0
40,0,9,10,4,1,40,0
59,2,3,2,1,1,40,1
19,1,9,10,2,0,35,0
23,1,10,0,4,0,37,0
32,1,11,0,4,0,35,0
34,1,11,10,4,1,40,0
62,1,9,0,4,1,42,0
68,2,9,3,4,1,50,0
64,1,9,1,4,1,50,0
33,0,10,11,4,1,40,0
64,1,10,6,4,1,20,0
42,1,10,2,4,1,40,1
60,1,10,2,4,0,40,0
35,1,10,10,4,1,50,0
33,1,13,1,2,1,40,0
74,2,9,3,4,1,14,0
38,2,10,1,4,1,30,0
43,1,11,1,2,1,40,0
36,0,13,0,2,1,50,1
45,2,13,2,1,0,48,0
45,2,9,8,4,1,40,1
28,1,9,5,4,1,40,0
48,1,12,1,4,1,46,1
25,1,9,5,4,1,40,0
42,0,9,0,4,1,40,0
22,0,10,10,4,0,12,0
43,1,9,5,4,1,40,0
35,1,7,1,4,1,40,0
42,2,9,1,4,1,50,0
56,2,14,10,4,0,36,0
22,1,13,2,4,1,30,0
29,1,11,5,4,1,40,0
38,0,13,2,0,1,50,1
51,0,10,9,2,0,40,0
35,1,13,10,4,1,40,1
42,0,11,2,4,1,40,1
21,1,10,6,4,1,18,0
54,0,9,6,4,1,40,0
19,1,10,0,4,0,15,0
36,0,13,0,4,0,40,1
62,0,10,8,4,1,40,1
52,1,6,10,2,0,40,0
45,1,8,1,4,1,40,0
64,1,9,5,4,0,30,0
66,1,10,12,2,1,40,1
53,1,9,1,4,1,40,0
36,1,14,8,4,1,60,1
37,1,10,11,4,1,35,0
17,2,7,8,4,0,4,0
34,1,12,10,4,1,50,1
28,1,8,5,4,1,40,0
23,1,13,8,4,1,40,0
28,1,10,0,4,0,15,0
32,2,9,1,4,1,32,0
17,1,8,6,4,0,30,0
51,0,13,9,4,1,40,1
41,1,10,8,4,1,40,0
58,1,9,2,4,0,43,0
31,1,10,5,4,0,18,0
28,1,13,2,4,1,40,0
21,1,9,1,4,1,50,0
44,2,15,8,4,1,50,1
31,2,6,3,4,1,55,1
39,1,13,12,4,1,55,0
30,1,6,1,4,1,40,0
56,2,14,10,4,1,40,1
41,1,14,0,4,0,50,1
24,1,10,0,4,0,40,0
33,1,9,1,4,1,44,0
36,1,14,2,1,1,40,1
31,1,9,5,4,1,40,1
39,1,10,5,4,1,42,1
41,1,13,8,4,1,45,0
19,1,10,0,4,1,30,0
57,1,12,2,4,0,35,0
35,1,9,2,4,1,55,1
34,2,9,1,4,1,50,1
38,1,9,5,4,1,40,0
21,1,13,8,4,1,40,1
25,1,9,1,4,1,45,0
49,1,7,12,4,1,40,0
34,0,13,12,4,1,40,1
60,1,10,12,4,1,28,0
35,1,9,11,4,0,35,1
42,2,13,2,4,1,40,1
61,0,14,8,4,0,30,0
24,1,13,2,4,0,40,0
26,1,9,1,4,1,50,0
64,1,4,12,4,1,48,1
47,0,14,8,4,1,45,1
23,1,7,1,4,1,60,0
34,1,10,8,4,1,15,0
47,1,6,11,2,0,38,0
43,2,10,2,4,1,50,1
47,2,9,2,4,1,50,0
57,1,9,10,4,1,40,0
19,1,10,0,4,1,10,0
36,1,6,10,1,0,40,0
72,2,13,3,4,1,40,1
34,0,10,2,4,1,45,1
31,1,9,12,4,1,45,1
23,1,10,10,2,0,14,0
18,1,7,10,4,1,20,0
41,1,10,0,4,1,40,1
45,1,10,10,4,1,40,0
37,1,6,12,4,1,50,1
27,1,13,2,4,0,30,0
50,1,9,0,2,0,40,0
41,2,15,8,4,1,50,1
20,1,9,1,4,1,40,0
60,1,13,10,4,1,40,1
23,1,9,10,4,0,24,0
32,1,9,12,4,1,40,0
62,1,13,2,4,1,50,1
40,1,10,10,4,1,40,1
42,1,13,2,4,1,60,1
34,1,9,6,2,0,40,0
37,0,9,6,4,0,10,0
18,1,10,1,4,1,25,0
27,1,14,2,4,0,40,0
27,0,10,0,2,1,32,0
61,2,15,8,4,0,30,0
41,1,7,1,4,1,40,0
46,0,13,8,4,0,21,1
46,1,14,2,4,1,60,0
45,0,11,0,4,1,48,0
70,0,9,6,4,0,20,0
46,1,9,6,2,0,30,0
20,1,10,4,4,1,40,0
36,1,14,10,4,0,40,0
38,0,10,3,4,1,40,0
27,1,10,8,4,0,40,1
51,2,13,10,2,1,55,0
39,1,10,2,4,1,50,1
45,1,11,8,4,1,40,1
51,1,14,2,4,1,50,1
52,1,9,7,2,0,24,0
39,2,9,2,4,1,45,1
30,1,13,8,4,0,38,0
44,2,10,6,4,0,50,0
44,1,10,8,4,1,35,1
28,0,9,0,2,0,40,0
43,1,2,3,4,1,45,0
43,2,15,8,4,1,50,1
38,1,9,10,4,1,45,0
41,1,10,6,4,1,35,0
36,1,13,8,4,0,40,0
32,1,9,5,4,1,42,0
45,1,9,4,2,0,40,0
30,1,14,8,1,0,40,0
25,1,5,5,4,0,38,0
21,1,8,5,2,0,40,0
43,0,10,2,4,0,40,0
19,1,6,4,4,1,35,0
21,1,8,5,4,1,25,0
40,1,11,10,4,0,50,1
38,0,13,9,4,1,55,1
24,1,11,6,4,0,32,0
54,1,14,8,4,1,40,1
29,1,10,10,4,0,40,0
19,0,10,0,2,0,20,0
22,1,10,1,4,1,40,0
48,0,9,12,2,1,55,1
64,1,13,8,4,0,20,0
27,1,10,10,3,0,11,0
40,0,14,8,4,1,40,1
47,0,12,2,4,1,40,1
19,1,10,10,4,0,22,0
39,1,13,11,4,1,40,1
34,1,8,6,4,1,25,0
36,1,13,2,4,1,50,1
44,1,9,0,2,1,40,1
23,1,10,6,4,0,25,0
36,1,9,1,4,0,40,0
27,1,14,8,4,1,65,0
41,0,10,2,4,1,40,1
20,1,10,10,4,0,15,0
30,1,9,5,4,1,40,0
20,1,9,4,4,1,44,0
40,1,9,6,2,0,40,0
47,2,12,8,4,0,35,0
51,1,13,0,1,1,50,0
40,1,11,10,4,1,50,1
25,1,2,6,1,0,40,0
26,1,9,1,4,1,45,0
62,0,9,12,4,1,44,0
34,1,10,5,4,0,40,0
28,1,9,0,4,0,35,0
37,2,10,10,4,0,40,0
34,1,10,0,4,0,65,0
58,0,9,6,4,1,40,1
26,1,9,4,4,0,40,0
56,1,13,8,2,0,40,0
29,1,10,0,4,0,20,0
37,1,13,8,4,0,50,1
37,1,9,1,4,1,40,0
20,1,10,12,4,1,40,0
26,1,9,12,2,1,37,0
