,age,employment-type,education-num,occupation,race,sex,weekly-hours,compensation
32839,28,1,9,6,2,1,60,0
32840,24,1,8,10,4,0,30,0
32841,35,1,12,2,4,1,50,1
32842,31,1,9,10,4,1,43,0
32843,39,1,9,10,4,1,55,1
32844,20,1,8,6,4,0,35,0
32845,25,1,8,0,4,0,40,0
32846,23,1,12,2,4,1,25,0
32847,37,1,12,8,4,1,40,1
32848,47,1,8,5,4,1,40,1
32849,36,1,12,10,2,0,40,0
32850,34,0,8,0,4,0,40,0
32851,35,2,8,1,4,1,60,0
32852,85,2,12,2,4,1,40,1
32853,71,2,12,10,4,1,30,1
32854,23,1,8,0,4,0,40,0
32855,39,0,13,8,4,1,48,1
32856,77,2,8,6,4,1,35,1
32857,20,1,9,0,4,0,20,0
32858,40,1,9,10,1,0,40,0
32859,34,1,12,2,4,1,60,1
32860,33,1,8,12,2,1,55,1
32861,34,2,12,10,1,1,60,0
32862,36,1,8,0,4,0,40,0
32863,36,1,6,0,4,1,40,0
32864,32,0,11,2,4,1,70,0
32865,26,0,12,9,4,1,43,0
32866,37,0,13,2,4,1,40,0
32867,42,1,12,10,4,1,45,1
32868,38,1,8,1,4,1,45,1
32869,48,1,5,5,4,1,40,0
32870,23,1,9,4,4,1,40,0
32871,37,1,8,10,4,1,50,0
32872,38,1,12,2,1,1,35,1
32873,33,1,9,1,4,1,45,0
32874,26,1,6,6,2,0,40,0
32875,25,1,12,6,4,0,40,0
32876,61,1,5,1,2,0,40,0
32877,44,2,12,10,4,1,50,0
32878,65,2,12,2,4,1,35,1
32879,23,1,9,10,2,0,38,0
32880,67,0,5,6,4,0,12,0
32881,37,1,8,0,4,0,40,0
32882,48,1,14,8,4,1,70,1
32883,35,0,8,0,4,1,40,0
32884,48,1,12,11,4,0,40,0
32885,36,1,11,11,4,1,40,1
32886,20,1,9,10,4,0,35,0
32887,32,1,8,10,4,1,30,0
32888,18,1,6,0,4,0,10,0
32889,36,1,8,5,4,1,40,1
32890,50,1,13,2,4,1,55,1
32891,24,1,9,10,4,1,60,1
32892,43,1,12,10,4,0,20,0
32893,27,1,9,10,4,1,40,0
32894,29,1,12,8,4,1,45,1
32895,19,1,9,6,4,1,25,0
32896,38,1,10,10,4,1,50,1
32897,64,1,5,12,4,1,50,0
32898,31,2,9,1,2,1,40,0
32899,30,1,10,1,4,1,40,0
32900,30,1,12,2,4,0,40,1
32901,33,1,12,8,4,1,40,1
32902,59,1,9,6,4,0,40,0
32903,40,1,13,8,4,1,50,0
32904,27,1,9,0,4,0,40,0
32905,34,1,12,8,4,1,45,0
32906,27,1,9,4,4,1,50,0
32907,23,1,9,10,4,0,35,0
32908,41,0,13,11,2,1,40,0
32909,36,1,8,6,4,1,40,0
32910,25,1,9,2,4,1,20,0
32911,33,1,12,2,4,1,55,1
32912,26,2,12,10,4,1,60,0
32913,42,1,10,2,4,1,40,0
32914,25,1,9,3,4,1,40,0
32915,45,1,8,8,4,1,40,1
32916,59,1,8,6,4,0,37,0
32917,26,1,12,10,4,1,40,1
32918,20,1,9,0,4,0,40,0
32919,53,2,14,8,1,1,40,1
32920,32,0,8,3,4,1,40,0
32921,22,1,8,4,3,1,35,0
32922,53,1,12,10,4,1,45,0
32923,47,1,9,11,4,0,40,0
32924,17,1,5,4,4,0,15,0
32925,48,1,9,2,4,1,40,1
32926,32,2,10,10,4,0,7,0
32927,58,1,8,1,4,1,40,1
32928,72,1,1,6,2,1,36,0
32929,45,1,13,8,4,1,38,0
32930,41,1,8,5,4,1,40,0
32931,66,2,8,0,4,1,42,1
32932,34,1,13,2,4,0,50,1
32933,33,1,8,5,2,0,40,0
32934,47,1,12,2,4,0,50,0
32935,35,1,12,1,4,1,35,0
32936,27,1,11,5,4,1,40,0
32937,49,1,9,1,4,1,40,0
32938,36,1,8,0,2,0,40,0
32939,25,1,11,0,4,0,38,0
32940,38,1,8,5,4,1,40,0
32941,21,0,9,0,4,1,30,0
32942,29,1,8,11,4,0,45,0
32943,42,1,11,0,4,1,40,0
32944,28,1,12,2,4,1,40,0
32945,26,1,9,4,4,1,30,0
32946,65,0,14,2,4,1,8,0
32947,19,2,9,3,4,1,40,0
32948,22,1,9,9,4,1,40,0
32949,54,1,9,1,4,1,40,1
32950,46,1,12,1,4,1,77,0
32951,34,1,8,1,4,1,99,0
32952,57,2,8,3,4,1,20,0
32953,32,1,12,2,4,0,45,0
32954,36,2,12,10,4,1,40,0
32955,34,1,10,1,0,0,27,1
32956,54,1,8,1,4,1,40,0
32957,34,1,6,10,2,0,37,0
32958,72,1,2,6,2,1,36,0
32959,23,1,8,1,4,1,40,0
32960,53,1,2,2,4,1,10,1
32961,57,1,6,1,4,1,40,1
32962,22,0,9,2,1,1,20,0
32963,40,1,9,11,4,1,40,0
32964,31,1,9,1,4,1,40,0
32965,18,1,9,6,4,0,32,0
32966,51,0,9,0,4,1,44,1
32967,24,1,11,10,4,1,25,0
32968,49,1,12,10,4,1,60,1
32969,37,1,8,12,4,1,40,0
32970,29,1,8,2,4,0,45,0
32971,21,1,8,1,4,1,53,0
32972,49,1,12,10,4,1,40,0
32973,44,1,13,1,2,0,40,0
32974,31,1,9,2,2,1,40,0
32975,54,1,13,2,4,1,40,0
32976,26,1,8,6,4,0,50,0
32977,40,1,12,2,4,0,50,0
32978,41,0,13,8,4,0,40,0
32979,48,2,15,8,4,1,50,1
32980,51,0,13,8,4,1,40,1
32981,36,1,9,2,4,1,60,1
32982,35,1,8,1,4,0,40,0
32983,32,1,13,10,4,0,50,1
32984,39,1,12,1,4,1,52,0
32985,55,1,13,2,4,0,40,1
32986,26,1,8,1,4,1,40,0
32987,46,0,5,9,4,0,20,0
32988,70,2,8,11,4,0,24,0
32989,20,1,9,0,4,0,30,0
32990,46,2,12,2,4,1,10,0
32991,35,1,8,2,4,1,40,0
32992,20,1,8,6,2,0,40,0
32993,57,2,9,2,4,1,60,1
32994,63,2,13,10,4,1,60,1
32995,21,0,9,0,2,0,30,0
32996,43,0,12,9,4,1,45,1
32997,35,1,11,2,4,1,38,0
32998,21,1,9,0,4,0,29,0
32999,23,1,8,4,4,1,38,0
33000,35,1,11,8,4,1,45,0
33001,28,1,10,8,0,1,40,0
33002,45,2,5,1,2,1,40,0
33003,73,0,5,3,4,1,5,0
33004,33,0,8,1,4,1,40,0
33005,25,1,10,6,4,0,34,0
33006,19,1,9,0,4,0,40,0
33007,42,1,6,12,4,1,47,0
33008,27,1,12,10,4,1,45,1
33009,24,2,12,10,4,0,20,0
33010,19,1,9,10,4,0,25,0
33011,36,1,8,0,4,0,38,0
33012,41,2,8,1,4,1,50,1
33013,43,1,9,0,4,1,40,0
33014,40,0,13,2,4,1,35,1
33015,57,1,8,0,4,0,38,0
33016,58,1,8,0,4,0,40,0
33017,22,1,9,0,4,0,35,0
33018,39,0,9,0,4,1,48,0
33019,24,1,0,0,4,1,40,0
33020,29,0,14,8,4,0,40,1
33021,26,0,8,6,4,1,40,0
33022,27,1,8,1,4,1,40,0
33023,67,2,8,2,4,1,45,0
33024,49,1,8,1,2,1,50,0
33025,47,1,8,7,4,0,35,1
33026,59,2,6,10,4,1,70,1
33027,23,1,8,1,4,1,40,0
33028,35,1,10,2,4,1,50,1
33029,48,1,8,1,4,1,55,0
33030,33,2,5,12,2,1,50,0
33031,37,1,11,8,4,1,80,0
33032,29,1,8,3,4,1,60,0
33033,24,1,13,8,4,0,40,0
33034,41,1,12,8,4,1,40,1
33035,21,2,8,1,4,1,35,0
33036,26,1,9,4,4,1,35,0
33037,54,1,8,2,4,1,40,1
33038,60,1,8,8,4,1,25,0
33039,38,1,8,1,4,1,40,0
33040,19,1,8,5,4,1,40,0
33041,41,0,12,8,2,0,40,0
33042,37,0,13,8,2,1,40,0
33043,37,0,12,6,2,1,60,0
33044,22,1,9,6,4,1,35,0
33045,33,1,13,8,4,1,40,1
33046,47,0,9,0,4,0,40,0
33047,34,1,10,2,0,0,40,0
33048,50,1,12,10,4,1,50,0
33049,35,1,4,6,4,1,32,0
33050,29,1,13,8,4,0,40,0
33051,27,1,12,8,4,0,40,0
33052,44,2,13,8,4,1,40,0
33053,21,1,9,6,4,0,35,0
33054,36,1,8,6,1,1,40,0
33055,38,1,6,5,4,1,40,0
33056,38,1,10,2,4,0,45,0
33057,38,2,14,8,4,0,32,0
33058,24,1,12,0,4,0,40,0
33059,52,1,11,2,4,1,55,1
33060,52,1,9,12,4,1,30,0
33061,32,1,8,1,4,1,50,0
33062,34,1,9,0,4,0,20,0
33063,18,1,6,6,4,0,30,0
33064,45,2,9,4,4,1,40,0
33065,24,1,12,8,4,1,40,0
33066,43,1,9,8,4,1,40,1
33067,49,1,9,11,2,0,35,0
33068,68,2,12,10,4,1,70,0
33069,18,0,8,0,4,0,40,0
33070,27,0,12,9,4,1,40,0
33071,18,1,5,10,4,0,16,0
33072,33,1,9,1,4,1,40,0
33073,48,1,12,1,4,1,40,1
33074,34,1,11,8,2,1,50,1
33075,41,1,8,0,4,0,45,0
33076,74,1,8,12,4,1,10,0
33077,40,1,8,4,4,1,40,0
33078,53,0,14,8,4,1,60,1
33079,47,1,10,11,4,1,52,1
33080,30,1,8,6,4,0,37,0
33081,38,1,8,1,4,1,40,0
33082,44,1,9,11,4,1,44,1
33083,48,1,9,1,4,0,40,0
33084,20,1,8,1,4,1,40,0
33085,47,0,9,0,4,0,25,0
33086,34,1,8,12,4,1,60,0
33087,43,1,9,8,4,1,40,0
33088,25,2,8,1,4,1,40,0
33089,51,0,10,11,4,1,40,1
33090,50,0,9,0,4,0,39,0
33091,42,1,12,2,4,1,40,0
33092,17,1,5,6,4,0,18,0
33093,46,0,13,8,4,0,40,0
33094,51,1,8,10,4,1,48,1
33095,18,1,6,6,4,0,12,0
33096,21,1,9,6,4,1,15,0
33097,33,2,12,10,4,0,40,1
33098,27,1,3,12,4,1,40,0
33099,36,0,13,8,4,1,50,1
33100,31,1,8,12,4,1,40,0
33101,20,1,9,12,4,1,40,0
33102,45,2,8,10,1,1,40,0
33103,22,1,8,10,4,1,50,0
33104,40,0,12,9,4,0,40,0
33105,25,0,12,8,1,1,20,0
33106,40,2,9,1,4,0,38,0
33107,48,1,12,10,4,1,37,1
33108,30,1,8,0,4,1,20,0
33109,61,1,12,5,4,1,40,1
33110,49,2,3,3,4,1,50,0
33111,22,1,9,1,4,1,40,0
33112,19,1,8,6,4,1,32,0
33113,26,1,12,10,4,1,50,0
33114,27,0,9,6,1,1,50,0
33115,41,2,13,2,4,1,40,0
33116,33,0,15,8,4,1,40,0
33117,56,1,9,6,4,1,32,0
33118,43,1,12,2,4,1,40,1
33119,29,1,8,6,4,0,35,0
33120,44,2,6,10,4,1,60,1
33121,37,0,9,0,3,0,40,0
33122,24,1,9,5,4,1,43,0
33123,38,1,8,12,4,1,40,0
33124,35,0,13,8,4,1,45,1
33125,39,1,12,0,4,0,50,0
33126,47,2,8,3,4,1,60,1
33127,51,0,8,1,4,1,52,1
33128,38,0,8,5,4,1,56,0
33129,44,1,9,11,4,0,38,0
33130,24,1,8,0,4,0,40,0
33131,41,1,8,2,4,0,40,0
33132,51,1,10,0,4,0,45,0
33133,60,2,8,10,4,1,60,0
33134,40,1,12,2,4,1,50,1
33135,27,1,9,0,4,0,55,0
33136,36,1,8,5,4,1,48,1
33137,44,1,8,5,4,1,40,0
33138,33,0,9,8,4,0,40,0
33139,53,2,3,5,4,1,40,0
33140,43,1,8,1,4,1,40,1
33141,44,1,11,11,4,1,40,0
33142,35,1,9,1,4,1,55,0
33143,52,0,9,0,2,0,40,0
33144,51,2,11,8,4,0,50,0
33145,41,1,4,2,0,1,84,0
33146,42,1,8,5,4,0,40,0
33147,54,0,13,8,4,1,35,1
33148,31,2,5,1,4,1,48,0
33149,30,1,7,10,2,0,40,0
33150,21,1,9,11,4,1,30,0
33151,29,1,9,0,4,0,40,0
33152,37,0,8,0,4,0,35,0
33153,19,1,9,6,4,0,12,0
33154,33,2,6,3,4,1,40,0
33155,72,2,12,2,4,1,40,0
33156,21,1,8,1,4,1,20,0
33157,23,1,9,0,3,1,25,0
33158,45,1,9,8,4,1,50,1
33159,37,0,8,2,4,1,40,1
33160,37,2,12,6,4,0,50,1
33161,36,1,9,6,4,0,32,1
33162,31,1,9,10,4,0,40,0
33163,63,1,10,2,4,0,24,0
33164,24,1,12,0,4,1,28,0
33165,29,1,12,8,4,1,50,1
33166,53,1,9,2,4,1,50,1
33167,40,2,8,3,4,1,85,0
33168,40,1,13,8,4,0,60,1
33169,36,1,8,7,4,0,20,0
33170,64,1,9,0,4,1,40,0
33171,33,1,8,4,2,1,40,0
33172,20,1,8,5,4,1,40,0
33173,47,1,9,4,4,0,48,0
33174,32,1,7,12,4,1,60,1
33175,25,1,8,6,4,1,48,0
33176,26,0,7,0,2,1,40,0
33177,25,0,12,8,4,0,40,0
33178,40,2,12,1,4,1,40,1
33179,30,1,9,1,4,1,40,1
33180,46,0,13,2,4,1,50,1
33181,35,1,8,5,4,1,45,0
33182,30,2,8,3,4,1,75,0
33183,58,1,6,5,4,1,40,0
33184,17,1,5,10,4,1,8,0
33185,42,1,12,6,4,1,60,0
33186,31,1,8,12,4,1,50,0
33187,46,1,12,1,2,0,40,0
33188,32,1,12,10,4,1,50,1
33189,62,2,12,8,4,1,35,0
33190,78,2,3,12,4,1,20,0
33191,22,1,8,4,0,0,40,0
33192,31,1,8,3,4,1,60,0
33193,32,1,13,8,4,0,35,0
33194,38,1,8,0,2,1,47,0
33195,77,1,5,6,2,1,30,0
33196,62,2,3,3,4,1,40,1
33197,33,0,12,10,4,1,50,0
33198,40,0,10,1,4,1,35,0
33199,65,1,12,8,4,1,40,1
33200,31,1,12,4,4,1,40,0
33201,32,1,13,8,1,0,20,0
33202,45,1,6,12,4,1,40,0
33203,70,1,13,10,4,1,4,1
33204,38,2,15,8,4,1,50,1
33205,37,1,8,10,4,1,50,0
33206,30,1,10,1,4,1,40,0
33207,34,1,13,2,4,1,40,1
33208,19,1,9,8,4,0,20,1
33209,54,2,8,8,4,1,20,0
33210,32,1,9,12,4,1,50,1
33211,32,2,8,1,4,1,40,1
33212,24,1,8,10,4,0,50,0
33213,35,1,8,4,2,1,40,0
33214,28,1,8,5,4,0,35,0
33215,28,1,8,1,4,1,60,0
33216,41,1,9,10,4,1,50,0
33217,38,1,8,6,4,1,40,0
33218,21,1,9,12,4,1,40,0
33219,31,0,8,9,4,1,45,0
33220,22,1,12,8,4,0,6,0
33221,28,0,9,0,2,0,40,0
33222,52,1,12,8,4,0,40,1
33223,23,1,12,10,4,1,40,0
33224,37,0,11,9,4,1,99,1
33225,23,1,4,1,3,1,55,0
33226,21,1,8,10,4,0,24,0
33227,57,1,8,0,4,0,40,0
33228,35,1,14,8,4,1,60,1
33229,50,1,12,2,4,0,50,0
33230,45,0,12,2,4,1,40,0
33231,37,1,9,11,4,0,35,0
33232,24,2,8,1,4,1,40,0
33233,58,0,12,8,2,0,40,1
33234,50,1,5,5,4,1,50,0
33235,58,2,9,0,4,1,50,0
33236,31,2,13,10,1,1,40,0
33237,60,0,13,8,4,0,8,0
33238,61,1,8,1,4,1,40,0
33239,37,1,8,6,1,1,40,0
33240,27,2,8,1,4,1,60,0
33241,37,1,8,1,4,0,42,0
33242,36,1,12,2,4,1,40,1
33243,31,1,3,3,4,1,35,0
33244,23,1,9,10,2,0,30,0
33245,44,0,8,9,4,1,40,1
33246,21,1,9,0,4,0,25,0
33247,57,1,10,11,4,0,44,0
33248,24,1,5,5,4,1,50,0
33249,26,1,12,10,4,1,40,0
33250,66,1,8,1,4,1,40,1
33251,60,0,9,9,4,1,40,0
33252,52,2,9,10,0,1,40,0
33253,21,1,8,5,4,1,30,0
33254,32,2,12,10,4,1,60,1
33255,48,1,8,12,4,1,55,0
33256,63,1,9,0,4,0,37,0
33257,42,1,13,8,4,1,23,1
33258,17,1,8,0,4,0,5,0
33259,30,1,8,4,2,0,35,0
33260,33,1,9,2,2,0,40,0
33261,55,1,11,6,4,0,52,0
33262,39,2,12,1,4,1,35,1
33263,33,1,12,8,4,1,40,0
33264,34,2,8,3,4,1,40,0
33265,59,0,13,8,4,1,8,1
33266,32,2,9,6,4,0,40,0
33267,62,1,8,7,2,0,20,0
33268,21,2,8,3,4,1,40,0
33269,57,0,12,2,4,1,40,1
33270,19,1,9,0,4,1,35,0
33271,38,0,11,1,3,1,40,1
33272,38,0,12,10,4,1,20,0
33273,20,1,8,7,4,0,40,0
33274,24,1,12,2,4,0,40,0
33275,39,0,13,8,4,0,30,1
33276,24,1,8,4,4,1,40,0
33277,28,0,12,8,2,0,37,0
33278,51,1,6,5,2,0,40,0
33279,27,1,8,6,4,0,32,0
33280,38,2,12,1,4,1,40,0
33281,24,1,8,4,4,0,40,0
33282,42,1,8,1,4,1,60,1
33283,53,1,9,1,4,1,40,1
33284,35,1,8,12,4,0,40,0
33285,37,1,11,0,4,0,40,0
33286,45,1,11,0,4,0,40,1
33287,27,1,6,10,4,1,35,0
33288,34,1,8,11,4,0,40,0
33289,24,1,8,6,4,0,35,0
33290,69,1,9,8,4,1,40,1
33291,47,1,8,0,4,0,40,0
33292,19,1,9,5,2,1,30,0
33293,30,0,9,9,2,1,45,0
33294,71,1,10,8,4,0,38,1
33295,53,1,8,1,3,1,40,0
33296,22,1,8,0,4,0,40,0
33297,47,1,9,1,4,1,40,1
33298,28,1,12,1,4,1,50,1
33299,25,2,9,8,4,0,40,0
33300,38,1,10,8,4,0,45,1
33301,33,1,8,10,4,1,40,0
33302,41,1,6,1,4,1,50,0
33303,19,1,7,5,4,1,40,0
33304,41,2,3,6,4,0,30,0
33305,20,2,8,3,4,1,20,0
33306,53,1,12,8,4,1,72,1
33307,67,1,8,0,4,0,21,0
33308,55,2,13,2,4,0,50,0
33309,39,1,8,12,4,1,40,0
33310,36,1,12,8,4,1,42,0
33311,37,0,13,2,4,1,65,0
33312,36,1,12,2,4,1,50,1
33313,32,2,12,2,4,1,60,0
33314,20,1,9,6,4,0,25,0
33315,31,1,1,4,4,1,35,0
33316,47,1,9,10,4,1,45,1
33317,25,1,8,1,4,1,40,0
33318,24,1,8,9,4,1,40,0
33319,33,1,9,1,4,1,40,0
33320,45,1,9,2,4,0,43,0
33321,28,1,5,6,4,0,40,0
33322,36,1,9,2,4,0,60,0
33323,55,1,8,12,4,1,45,1
33324,51,2,9,1,4,1,60,0
33325,22,1,8,10,4,1,42,0
33326,37,1,8,2,4,1,40,1
33327,23,1,9,6,4,1,20,0
33328,61,1,8,0,4,0,40,0
33329,46,0,12,1,4,1,40,0
33330,35,0,9,11,4,1,40,0
33331,24,1,6,10,4,0,36,0
33332,33,2,12,8,2,1,35,0
33333,60,1,8,10,4,0,30,0
33334,36,1,8,4,4,1,45,1
33335,48,2,9,1,4,1,40,1
33336,43,1,8,0,4,0,45,0
33337,53,0,8,0,4,0,40,0
33338,31,1,10,10,4,1,40,1
33339,26,1,8,11,0,0,40,0
33340,63,0,8,0,4,0,40,0
33341,51,1,9,1,4,1,40,1
33342,41,1,8,0,4,1,40,0
33343,71,1,9,8,4,1,40,0
33344,39,1,12,2,4,1,70,1
33345,23,1,9,2,4,1,50,0
33346,35,1,8,5,4,1,40,0
33347,18,1,7,5,4,1,4,0
33348,44,1,9,5,4,1,40,1
33349,19,1,9,10,4,0,25,0
33350,28,1,8,1,4,1,40,0
33351,41,1,12,1,4,1,40,1
33352,52,1,8,11,4,1,40,1
33353,27,1,5,1,4,1,75,0
33354,29,2,12,2,4,1,35,0
33355,59,1,12,2,4,0,40,0
33356,47,2,8,12,4,1,60,0
33357,27,1,13,8,4,1,45,0
33358,31,1,8,1,4,1,40,0
33359,42,0,9,1,4,1,45,1
33360,37,1,6,0,2,0,40,0
33361,38,1,8,10,4,0,40,0
33362,24,1,8,6,4,1,25,0
33363,29,0,13,8,4,1,40,0
33364,47,2,8,1,4,1,35,0
33365,26,1,8,5,2,0,40,0
33366,43,1,9,1,4,1,45,1
33367,31,1,8,1,1,1,40,0
33368,37,1,8,1,4,1,40,0
33369,41,1,2,3,4,1,30,0
33370,20,1,9,5,4,1,25,0
33371,32,1,10,0,4,0,35,0
33372,38,1,8,2,4,1,45,0
33373,39,1,8,1,4,1,38,0
33374,27,1,8,5,4,1,43,0
33375,35,1,12,8,4,1,40,0
33376,40,1,12,10,4,1,50,1
33377,28,1,9,1,4,1,60,0
33378,25,1,8,5,4,0,40,0
33379,29,2,8,1,4,1,40,0
33380,50,1,10,10,4,1,40,0
33381,42,1,8,2,2,1,55,0
33382,47,1,6,12,2,0,40,0
33383,44,1,8,0,4,1,40,0
33384,27,0,12,8,4,0,25,0
33385,40,1,8,1,4,1,40,1
33386,25,1,8,10,4,1,30,0
33387,48,2,9,3,4,1,50,0
33388,22,1,10,8,4,1,50,0
33389,40,1,9,11,4,1,40,0
33390,46,1,8,1,4,1,2,0
33391,25,1,9,0,3,0,40,0
33392,17,1,6,6,4,1,25,0
33393,61,0,8,0,4,0,40,0
33394,23,1,12,8,4,0,20,0
33395,30,1,8,1,4,1,45,1
33396,46,1,12,8,2,0,44,1
33397,37,1,3,1,4,1,50,0
33398,31,1,12,10,4,1,48,0
33399,27,0,9,1,4,1,40,0
33400,36,1,8,1,4,0,30,0
33401,45,1,8,2,4,1,45,1
33402,22,1,8,0,4,1,40,0
33403,34,1,8,10,4,1,45,1
33404,70,1,5,12,4,0,40,0
33405,45,0,12,9,4,1,50,1
33406,23,1,5,4,4,1,10,0
33407,22,1,9,6,4,0,35,0
33408,47,1,9,10,4,1,40,0
33409,29,1,2,6,4,1,35,0
33410,40,1,12,11,1,1,40,1
33411,33,1,9,6,4,1,40,0
33412,23,1,8,6,4,0,35,0
33413,19,1,8,6,4,1,40,0
33414,58,1,8,4,4,1,40,1
33415,55,1,12,10,4,1,20,1
33416,23,1,9,10,4,0,20,0
33417,53,1,8,1,4,0,45,1
33418,24,1,7,3,4,1,30,0
33419,43,1,10,9,4,1,42,1
33420,20,1,9,10,4,0,20,0
33421,22,1,11,0,4,0,37,0
33422,48,1,9,12,2,1,40,0
33423,45,1,6,10,2,0,35,0
33424,33,1,8,5,4,1,40,0
33425,32,1,8,5,4,1,40,0
33426,44,0,13,2,4,0,60,1
33427,42,1,12,0,4,1,40,1
33428,35,1,8,12,4,1,60,0
33429,62,2,15,2,4,0,40,1
33430,46,0,13,8,4,0,65,1
33431,44,1,11,2,4,1,60,1
33432,28,1,9,5,4,1,40,0
33433,38,2,11,6,4,0,20,0
33434,59,2,5,1,4,1,40,0
33435,37,1,9,2,4,1,55,0
33436,59,1,10,5,4,1,45,1
33437,55,1,9,2,4,1,40,0
33438,40,1,8,5,2,1,40,1
33439,22,0,9,8,4,0,32,0
33440,35,1,12,2,4,1,50,1
33441,42,1,10,8,4,1,40,0
33442,45,0,13,2,4,0,70,0
33443,48,1,5,5,4,1,40,0
33444,21,1,9,6,4,0,18,0
33445,31,1,12,2,4,1,45,1
33446,65,2,12,6,4,0,35,0
33447,46,2,8,1,1,1,45,1
33448,18,1,6,6,4,1,20,0
33449,65,2,13,8,4,0,40,0
33450,18,1,9,9,4,0,40,0
33451,35,1,9,0,3,0,44,0
33452,53,2,14,8,4,1,45,1
33453,34,1,9,8,4,0,40,1
33454,33,0,5,6,2,0,40,0
33455,28,1,10,1,4,1,40,0
33456,43,1,8,6,4,1,40,0
33457,52,1,10,6,4,0,13,0
33458,49,2,8,12,4,1,70,0
33459,21,0,9,2,4,0,38,0
33460,61,1,8,6,4,1,50,0
33461,54,1,4,4,4,1,24,0
33462,45,1,3,6,4,1,10,0
33463,24,1,12,6,4,1,40,0
33464,26,1,8,12,4,1,40,0
33465,40,1,10,8,4,0,50,0
33466,48,1,12,10,4,1,65,1
33467,40,0,9,0,4,1,40,1
33468,34,1,12,10,4,1,60,1
33469,29,1,13,2,4,1,40,0
33470,25,1,6,1,1,1,40,1
33471,65,1,8,6,4,0,15,0
33472,58,2,8,1,4,1,40,0
33473,47,1,15,8,4,0,29,0
33474,56,0,12,8,4,1,48,1
33475,26,2,8,6,4,0,40,0
33476,45,1,13,2,4,1,60,1
33477,37,2,8,8,4,1,40,0
33478,56,1,8,6,4,0,40,0
33479,37,1,10,4,4,1,40,0
33480,19,1,9,2,4,0,20,0
33481,24,1,13,12,4,1,25,0
33482,36,1,9,0,4,0,30,1
33483,26,0,12,8,4,0,50,0
33484,57,1,9,12,4,1,84,0
33485,49,1,8,8,4,1,50,0
33486,40,1,9,2,4,1,45,1
33487,59,1,8,4,4,1,40,1
33488,36,1,8,5,2,0,40,0
33489,31,2,11,10,4,1,40,0
33490,42,1,3,0,4,1,40,0
33491,29,1,4,7,4,0,24,0
33492,35,1,13,8,4,1,50,1
33493,18,1,8,6,4,1,15,0
33494,27,2,4,1,4,1,30,0
33495,55,1,8,2,4,1,45,1
33496,52,1,8,5,4,1,20,1
33497,51,0,8,2,4,0,38,0
33498,41,0,13,2,4,0,40,1
33499,34,1,2,4,4,1,40,0
33500,25,0,12,9,4,0,40,0
33501,28,1,9,6,4,1,40,0
33502,80,1,2,6,4,1,32,0
33503,27,1,2,6,4,1,52,0
33504,28,1,8,11,4,0,40,1
33505,43,1,10,12,4,1,32,1
33506,18,1,9,0,4,0,26,0
33507,46,1,11,11,4,1,40,1
33508,42,1,12,2,4,1,45,0
33509,50,2,8,10,4,0,30,0
33510,30,1,9,11,2,1,14,0
33511,55,1,3,6,2,1,40,0
33512,58,1,5,12,4,1,50,1
33513,41,1,9,0,4,1,35,0
33514,25,1,8,10,4,1,40,0
33515,59,1,9,10,4,1,56,0
33516,36,0,13,8,2,0,40,0
33517,25,1,11,10,4,1,45,0
33518,19,1,6,6,4,1,20,0
33519,34,1,8,4,4,1,40,0
33520,51,1,11,2,4,1,55,1
33521,31,1,6,5,4,0,36,0
33522,21,1,9,4,4,1,40,0
33523,51,1,8,0,4,0,35,0
33524,39,0,11,0,4,0,40,0
33525,34,1,8,5,4,1,40,0
33526,38,1,8,10,4,1,43,0
33527,21,1,8,6,0,1,30,0
33528,22,1,10,4,4,1,40,0
33529,29,0,8,0,4,0,40,0
33530,25,1,8,6,4,0,40,0
33531,53,0,8,6,4,1,40,0
33532,68,1,8,12,2,1,5,0
33533,21,1,9,0,2,0,20,0
33534,34,0,5,6,0,0,30,0
33535,53,1,10,1,4,1,40,1
33536,32,2,9,1,4,1,80,0
33537,33,0,8,6,4,1,8,0
33538,34,2,12,8,4,1,32,1
33539,61,1,8,6,4,0,40,0
33540,46,1,8,6,4,0,40,0
33541,26,1,12,10,4,1,42,0
33542,37,2,8,10,4,0,40,0
33543,41,1,12,2,4,1,40,1
33544,59,0,12,8,2,0,35,0
33545,28,1,9,10,4,1,50,0
33546,39,1,8,12,4,1,99,0
33547,25,1,9,12,4,1,40,0
33548,45,1,9,4,4,1,40,1
33549,30,1,8,1,4,1,40,1
33550,61,1,9,1,4,1,40,0
33551,52,1,5,5,4,1,40,0
33552,54,1,3,1,4,1,40,0
33553,45,1,3,1,4,1,44,0
33554,48,1,12,8,4,1,30,0
33555,36,2,14,8,2,1,75,1
33556,49,1,9,6,4,0,43,0
33557,31,1,8,0,4,0,25,0
33558,65,0,8,11,4,0,35,0
33559,56,1,8,5,2,0,40,0
33560,38,0,12,2,4,1,40,1
33561,70,1,5,10,4,0,40,0
33562,37,1,12,8,4,1,40,1
33563,43,0,14,2,4,1,60,0
33564,28,1,11,1,4,1,40,0
33565,42,1,9,6,4,1,15,0
33566,30,1,9,6,4,0,6,0
33567,77,1,3,1,4,1,40,0
33568,33,1,8,10,4,0,20,0
33569,17,1,5,4,4,1,25,0
33570,59,1,12,8,4,1,44,1
33571,44,1,12,2,4,1,45,0
33572,33,1,12,8,4,0,40,0
33573,17,1,6,7,4,1,20,0
